source	target	relation	source_database
HGNC:6204	HGNC:24864	1	PATHWAYCOMMONS
HGNC:11998	HGNC:5360	1	PATHWAYCOMMONS
HGNC:11621	HGNC:9071	1	PATHWAYCOMMONS
HGNC:1242	HGNC:1247	1	PATHWAYCOMMONS
HGNC:6081	HGNC:3978	1	PATHWAYCOMMONS
HGNC:11205	HGNC:5044	1	PATHWAYCOMMONS
HGNC:1833	HGNC:6364	1	PATHWAYCOMMONS
HGNC:76	HGNC:11277	1	PATHWAYCOMMONS
HGNC:11621	HGNC:3221	1	PATHWAYCOMMONS
HGNC:2345	HGNC:11007	1	PATHWAYCOMMONS
HGNC:16243	HGNC:7577	1	PATHWAYCOMMONS
HGNC:5360	HGNC:3489	1	PATHWAYCOMMONS
HGNC:7782	HGNC:9531	1	PATHWAYCOMMONS
HGNC:9650	HGNC:6091	1	PATHWAYCOMMONS
HGNC:6551	HGNC:400	1	PATHWAYCOMMONS
HGNC:3321	HGNC:9344	1	PATHWAYCOMMONS
HGNC:4545	HGNC:10631	1	PATHWAYCOMMONS
HGNC:11205	HGNC:1383	1	PATHWAYCOMMONS
HGNC:12801	HGNC:92	1	PATHWAYCOMMONS
HGNC:6081	HGNC:10377	1	PATHWAYCOMMONS
HGNC:1706	HGNC:9410	1	PATHWAYCOMMONS
HGNC:395	HGNC:9104	1	PATHWAYCOMMONS
HGNC:4311	HGNC:667	1	PATHWAYCOMMONS
HGNC:784	HGNC:5185	1	PATHWAYCOMMONS
HGNC:6775	HGNC:14375	1	PATHWAYCOMMONS
HGNC:6887	HGNC:2752	1	PATHWAYCOMMONS
HGNC:7866	HGNC:19000	1	PATHWAYCOMMONS
HGNC:2610	HGNC:1744	1	PATHWAYCOMMONS
HGNC:7545	HGNC:896	1	PATHWAYCOMMONS
HGNC:9005	HGNC:16861	1	PATHWAYCOMMONS
HGNC:9232	HGNC:2464	1	PATHWAYCOMMONS
HGNC:6776	HGNC:8521	1	PATHWAYCOMMONS
HGNC:6081	HGNC:3516	1	PATHWAYCOMMONS
HGNC:9399	HGNC:12663	1	PATHWAYCOMMONS
HGNC:5417	HGNC:11362	1	PATHWAYCOMMONS
HGNC:6769	HGNC:9646	1	PATHWAYCOMMONS
HGNC:3535	HGNC:9612	1	PATHWAYCOMMONS
HGNC:17157	HGNC:17874	1	PATHWAYCOMMONS
HGNC:1730	HGNC:12407	1	PATHWAYCOMMONS
HGNC:6081	HGNC:1316	1	PATHWAYCOMMONS
HGNC:11205	HGNC:2267	1	PATHWAYCOMMONS
HGNC:3321	HGNC:19990	1	PATHWAYCOMMONS
HGNC:7866	HGNC:11356	1	PATHWAYCOMMONS
HGNC:7866	HGNC:2746	1	PATHWAYCOMMONS
HGNC:348	HGNC:11200	1	PATHWAYCOMMONS
HGNC:6859	HGNC:6872	1	PATHWAYCOMMONS
HGNC:6081	HGNC:12488	1	PATHWAYCOMMONS
HGNC:11766	HGNC:3373	1	PATHWAYCOMMONS
HGNC:1833	HGNC:3797	1	PATHWAYCOMMONS
HGNC:5024	HGNC:11179	1	PATHWAYCOMMONS
HGNC:8975	HGNC:894	1	PATHWAYCOMMONS
HGNC:8975	HGNC:3530	1	PATHWAYCOMMONS
HGNC:6081	HGNC:7111	1	PATHWAYCOMMONS
HGNC:6307	HGNC:3657	1	PATHWAYCOMMONS
HGNC:10478	HGNC:598	1	PATHWAYCOMMONS
HGNC:17858	HGNC:2561	1	PATHWAYCOMMONS
HGNC:9236	HGNC:636	1	PATHWAYCOMMONS
HGNC:6192	HGNC:6126	1	PATHWAYCOMMONS
HGNC:5971	HGNC:10630	1	PATHWAYCOMMONS
HGNC:5224	HGNC:13004	1	PATHWAYCOMMONS
HGNC:28962	HGNC:18276	1	PATHWAYCOMMONS
HGNC:6204	HGNC:9300	1	PATHWAYCOMMONS
HGNC:620	HGNC:9937	1	PATHWAYCOMMONS
HGNC:7553	HGNC:11151	1	PATHWAYCOMMONS
HGNC:5417	HGNC:3778	1	PATHWAYCOMMONS
HGNC:4545	HGNC:1029	1	PATHWAYCOMMONS
HGNC:1835	HGNC:10499	1	PATHWAYCOMMONS
HGNC:2460	HGNC:6767	1	PATHWAYCOMMONS
HGNC:17858	HGNC:11332	1	PATHWAYCOMMONS
HGNC:7866	HGNC:905	1	PATHWAYCOMMONS
HGNC:3114	HGNC:3527	1	PATHWAYCOMMONS
HGNC:6025	HGNC:11491	1	PATHWAYCOMMONS
HGNC:8548	HGNC:10848	1	PATHWAYCOMMONS
HGNC:4684	HGNC:9414	1	PATHWAYCOMMONS
HGNC:11367	HGNC:5358	1	PATHWAYCOMMONS
HGNC:7056	HGNC:12826	1	PATHWAYCOMMONS
HGNC:9393	HGNC:681	1	PATHWAYCOMMONS
HGNC:6914	HGNC:3374	1	PATHWAYCOMMONS
HGNC:2515	HGNC:3386	1	PATHWAYCOMMONS
HGNC:6081	HGNC:20766	1	PATHWAYCOMMONS
HGNC:7866	HGNC:365	1	PATHWAYCOMMONS
HGNC:5233	HGNC:959	1	PATHWAYCOMMONS
HGNC:6112	HGNC:16476	1	PATHWAYCOMMONS
HGNC:1491	HGNC:644	1	PATHWAYCOMMONS
HGNC:5962	HGNC:6000	1	PATHWAYCOMMONS
HGNC:4173	HGNC:13816	1	PATHWAYCOMMONS
HGNC:620	HGNC:6487	1	PATHWAYCOMMONS
HGNC:7056	HGNC:6112	1	PATHWAYCOMMONS
HGNC:6025	HGNC:15605	1	PATHWAYCOMMONS
HGNC:1463	HGNC:29947	1	PATHWAYCOMMONS
HGNC:8590	HGNC:7670	1	PATHWAYCOMMONS
HGNC:9381	HGNC:4037	1	PATHWAYCOMMONS
HGNC:16935	HGNC:6871	1	PATHWAYCOMMONS
HGNC:6880	HGNC:3796	1	PATHWAYCOMMONS
HGNC:7866	HGNC:14299	1	PATHWAYCOMMONS
HGNC:391	HGNC:12855	1	PATHWAYCOMMONS
HGNC:1774	HGNC:2972	1	PATHWAYCOMMONS
HGNC:16243	HGNC:23212	1	PATHWAYCOMMONS
HGNC:6914	HGNC:4617	1	PATHWAYCOMMONS
HGNC:5438	HGNC:5977	1	PATHWAYCOMMONS
HGNC:8804	HGNC:35202	1	PATHWAYCOMMONS
HGNC:11366	HGNC:7989	1	PATHWAYCOMMONS
HGNC:12401	HGNC:76	1	PATHWAYCOMMONS
HGNC:9236	HGNC:83	1	PATHWAYCOMMONS
HGNC:9393	HGNC:9967	1	PATHWAYCOMMONS
HGNC:9391	HGNC:6278	1	PATHWAYCOMMONS
HGNC:7866	HGNC:8791	1	PATHWAYCOMMONS
HGNC:16852	HGNC:6190	1	PATHWAYCOMMONS
HGNC:9232	HGNC:327	1	PATHWAYCOMMONS
HGNC:7056	HGNC:11157	1	PATHWAYCOMMONS
HGNC:7876	HGNC:4685	1	PATHWAYCOMMONS
HGNC:7583	HGNC:5387	1	PATHWAYCOMMONS
HGNC:9232	HGNC:17379	1	PATHWAYCOMMONS
HGNC:795	HGNC:10857	1	PATHWAYCOMMONS
HGNC:1589	HGNC:1100	1	PATHWAYCOMMONS
HGNC:6008	HGNC:12524	1	PATHWAYCOMMONS
HGNC:9380	HGNC:3467	1	PATHWAYCOMMONS
HGNC:7866	HGNC:4114	1	PATHWAYCOMMONS
HGNC:3757	HGNC:20771	1	PATHWAYCOMMONS
HGNC:11621	HGNC:491	1	PATHWAYCOMMONS
HGNC:6551	HGNC:7880	1	PATHWAYCOMMONS
HGNC:7866	HGNC:3185	1	PATHWAYCOMMONS
HGNC:7978	HGNC:12783	1	PATHWAYCOMMONS
HGNC:7056	HGNC:10681	1	PATHWAYCOMMONS
HGNC:11205	HGNC:8125	1	PATHWAYCOMMONS
HGNC:4910	HGNC:8896	1	PATHWAYCOMMONS
HGNC:15518	HGNC:8910	1	PATHWAYCOMMONS
HGNC:4584	HGNC:9801	1	PATHWAYCOMMONS
HGNC:12874	HGNC:12491	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7685	1	PATHWAYCOMMONS
HGNC:6081	HGNC:20213	1	PATHWAYCOMMONS
HGNC:11503	HGNC:11509	1	PATHWAYCOMMONS
HGNC:7866	HGNC:28522	1	PATHWAYCOMMONS
HGNC:11241	HGNC:591	1	PATHWAYCOMMONS
HGNC:4401	HGNC:8785	1	PATHWAYCOMMONS
HGNC:10471	HGNC:8864	1	PATHWAYCOMMONS
HGNC:9414	HGNC:6621	1	PATHWAYCOMMONS
HGNC:11642	HGNC:1961	1	PATHWAYCOMMONS
HGNC:8618	HGNC:10437	1	PATHWAYCOMMONS
HGNC:6642	HGNC:28725	1	PATHWAYCOMMONS
HGNC:1585	HGNC:17862	1	PATHWAYCOMMONS
HGNC:5024	HGNC:9253	1	PATHWAYCOMMONS
HGNC:6001	HGNC:17290	1	PATHWAYCOMMONS
HGNC:4545	HGNC:10628	1	PATHWAYCOMMONS
HGNC:9056	HGNC:9402	1	PATHWAYCOMMONS
HGNC:9232	HGNC:3498	1	PATHWAYCOMMONS
HGNC:620	HGNC:3771	1	PATHWAYCOMMONS
HGNC:7866	HGNC:30611	1	PATHWAYCOMMONS
HGNC:23163	HGNC:25568	1	PATHWAYCOMMONS
HGNC:9604	HGNC:9864	1	PATHWAYCOMMONS
HGNC:14211	HGNC:9393	1	PATHWAYCOMMONS
HGNC:3468	HGNC:5133	1	PATHWAYCOMMONS
HGNC:6270	HGNC:4599	1	PATHWAYCOMMONS
HGNC:4408	HGNC:9066	1	PATHWAYCOMMONS
HGNC:5164	HGNC:3682	1	PATHWAYCOMMONS
HGNC:3373	HGNC:18714	1	PATHWAYCOMMONS
HGNC:12003	HGNC:8526	1	PATHWAYCOMMONS
HGNC:7029	HGNC:9650	1	PATHWAYCOMMONS
HGNC:8998	HGNC:12304	1	PATHWAYCOMMONS
HGNC:10719	HGNC:584	1	PATHWAYCOMMONS
HGNC:8347	HGNC:10592	1	PATHWAYCOMMONS
HGNC:12680	HGNC:10498	1	PATHWAYCOMMONS
HGNC:5295	HGNC:9445	1	PATHWAYCOMMONS
HGNC:3239	HGNC:28337	1	PATHWAYCOMMONS
HGNC:7866	HGNC:2662	1	PATHWAYCOMMONS
HGNC:7000	HGNC:13352	1	PATHWAYCOMMONS
HGNC:7786	HGNC:30349	1	PATHWAYCOMMONS
HGNC:9380	HGNC:7673	1	PATHWAYCOMMONS
HGNC:4261	HGNC:4778	1	PATHWAYCOMMONS
HGNC:795	HGNC:30298	1	PATHWAYCOMMONS
HGNC:6192	HGNC:9956	1	PATHWAYCOMMONS
HGNC:6871	HGNC:10472	1	PATHWAYCOMMONS
HGNC:6551	HGNC:11776	1	PATHWAYCOMMONS
HGNC:3229	HGNC:1748	1	PATHWAYCOMMONS
HGNC:9606	HGNC:12726	1	PATHWAYCOMMONS
HGNC:7056	HGNC:10291	1	PATHWAYCOMMONS
HGNC:3468	HGNC:12894	1	PATHWAYCOMMONS
HGNC:11366	HGNC:6903	1	PATHWAYCOMMONS
HGNC:11205	HGNC:3267	1	PATHWAYCOMMONS
HGNC:1778	HGNC:1579	1	PATHWAYCOMMONS
HGNC:7866	HGNC:1718	1	PATHWAYCOMMONS
HGNC:9283	HGNC:1401	1	PATHWAYCOMMONS
HGNC:6025	HGNC:20568	1	PATHWAYCOMMONS
HGNC:7027	HGNC:11366	1	PATHWAYCOMMONS
HGNC:6204	HGNC:4844	1	PATHWAYCOMMONS
HGNC:2527	HGNC:6925	1	PATHWAYCOMMONS
HGNC:10848	HGNC:27097	1	PATHWAYCOMMONS
HGNC:11406	HGNC:16262	1	PATHWAYCOMMONS
HGNC:6551	HGNC:16669	1	PATHWAYCOMMONS
HGNC:11892	HGNC:13469	1	PATHWAYCOMMONS
HGNC:11388	HGNC:7373	1	PATHWAYCOMMONS
HGNC:11633	HGNC:10441	1	PATHWAYCOMMONS
HGNC:51	HGNC:3170	1	PATHWAYCOMMONS
HGNC:10908	HGNC:8795	1	PATHWAYCOMMONS
HGNC:6081	HGNC:19721	1	PATHWAYCOMMONS
HGNC:2363	HGNC:9855	1	PATHWAYCOMMONS
HGNC:3113	HGNC:9052	1	PATHWAYCOMMONS
HGNC:6081	HGNC:6815	1	PATHWAYCOMMONS
HGNC:4013	HGNC:24525	1	PATHWAYCOMMONS
HGNC:7664	HGNC:8590	1	PATHWAYCOMMONS
HGNC:7866	HGNC:9465	1	PATHWAYCOMMONS
HGNC:9401	HGNC:239	1	PATHWAYCOMMONS
HGNC:6081	HGNC:10359	1	PATHWAYCOMMONS
HGNC:1462	HGNC:6465	1	PATHWAYCOMMONS
HGNC:9232	HGNC:15853	1	PATHWAYCOMMONS
HGNC:1833	HGNC:7406	1	PATHWAYCOMMONS
HGNC:9412	HGNC:1403	1	PATHWAYCOMMONS
HGNC:589	HGNC:13353	1	PATHWAYCOMMONS
HGNC:10026	HGNC:5224	1	PATHWAYCOMMONS
HGNC:7866	HGNC:1745	1	PATHWAYCOMMONS
HGNC:391	HGNC:8763	1	PATHWAYCOMMONS
HGNC:8618	HGNC:26942	1	PATHWAYCOMMONS
HGNC:2151	HGNC:1442	1	PATHWAYCOMMONS
HGNC:8804	HGNC:9501	1	PATHWAYCOMMONS
HGNC:4312	HGNC:13538	1	PATHWAYCOMMONS
HGNC:6081	HGNC:10683	1	PATHWAYCOMMONS
HGNC:7866	HGNC:26664	1	PATHWAYCOMMONS
HGNC:7966	HGNC:607	1	PATHWAYCOMMONS
HGNC:6081	HGNC:17994	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7999	1	PATHWAYCOMMONS
HGNC:1775	HGNC:9352	1	PATHWAYCOMMONS
HGNC:7866	HGNC:14060	1	PATHWAYCOMMONS
HGNC:76	HGNC:1773	1	PATHWAYCOMMONS
HGNC:29797	HGNC:11390	1	PATHWAYCOMMONS
HGNC:6081	HGNC:10840	1	PATHWAYCOMMONS
HGNC:11998	HGNC:576	1	PATHWAYCOMMONS
HGNC:4038	HGNC:3086	1	PATHWAYCOMMONS
HGNC:3229	HGNC:3430	1	PATHWAYCOMMONS
HGNC:7139	HGNC:9759	1	PATHWAYCOMMONS
HGNC:791	HGNC:6305	1	PATHWAYCOMMONS
HGNC:6025	HGNC:4845	1	PATHWAYCOMMONS
HGNC:6484	HGNC:4893	1	PATHWAYCOMMONS
HGNC:3023	HGNC:9221	1	PATHWAYCOMMONS
HGNC:6081	HGNC:11345	1	PATHWAYCOMMONS
HGNC:6881	HGNC:10477	1	PATHWAYCOMMONS
HGNC:7866	HGNC:17993	1	PATHWAYCOMMONS
HGNC:8975	HGNC:7142	1	PATHWAYCOMMONS
HGNC:5973	HGNC:433	1	PATHWAYCOMMONS
HGNC:7553	HGNC:7629	1	PATHWAYCOMMONS
HGNC:11749	HGNC:12441	1	PATHWAYCOMMONS
HGNC:6642	HGNC:23248	1	PATHWAYCOMMONS
HGNC:3468	HGNC:4396	1	PATHWAYCOMMONS
HGNC:4647	HGNC:10805	1	PATHWAYCOMMONS
HGNC:5466	HGNC:6128	1	PATHWAYCOMMONS
HGNC:2865	HGNC:16809	1	PATHWAYCOMMONS
HGNC:10959	HGNC:11362	1	PATHWAYCOMMONS
HGNC:5224	HGNC:2389	1	PATHWAYCOMMONS
HGNC:7056	HGNC:13312	1	PATHWAYCOMMONS
HGNC:4638	HGNC:390	1	PATHWAYCOMMONS
HGNC:6341	HGNC:6584	1	PATHWAYCOMMONS
HGNC:4387	HGNC:9612	1	PATHWAYCOMMONS
HGNC:5438	HGNC:1705	1	PATHWAYCOMMONS
HGNC:3238	HGNC:1759	1	PATHWAYCOMMONS
HGNC:6081	HGNC:6764	1	PATHWAYCOMMONS
HGNC:7866	HGNC:1743	1	PATHWAYCOMMONS
HGNC:11714	HGNC:10447	1	PATHWAYCOMMONS
HGNC:10258	HGNC:6906	1	PATHWAYCOMMONS
HGNC:7000	HGNC:12638	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7225	1	PATHWAYCOMMONS
HGNC:9232	HGNC:13395	1	PATHWAYCOMMONS
HGNC:3488	HGNC:29260	1	PATHWAYCOMMONS
HGNC:9253	HGNC:7775	1	PATHWAYCOMMONS
HGNC:7590	HGNC:7571	1	PATHWAYCOMMONS
HGNC:1722	HGNC:1149	1	PATHWAYCOMMONS
HGNC:11633	HGNC:4175	1	PATHWAYCOMMONS
HGNC:6858	HGNC:6846	1	PATHWAYCOMMONS
HGNC:7866	HGNC:16790	1	PATHWAYCOMMONS
HGNC:7545	HGNC:6483	1	PATHWAYCOMMONS
HGNC:12440	HGNC:5433	1	PATHWAYCOMMONS
HGNC:4641	HGNC:51830	1	PATHWAYCOMMONS
HGNC:8065	HGNC:5237	1	PATHWAYCOMMONS
HGNC:9955	HGNC:11892	1	PATHWAYCOMMONS
HGNC:12801	HGNC:30168	1	PATHWAYCOMMONS
HGNC:785	HGNC:19895	1	PATHWAYCOMMONS
HGNC:6081	HGNC:10348	1	PATHWAYCOMMONS
HGNC:12003	HGNC:1499	1	PATHWAYCOMMONS
HGNC:11805	HGNC:9803	1	PATHWAYCOMMONS
HGNC:7056	HGNC:2747	1	PATHWAYCOMMONS
HGNC:13816	HGNC:6016	1	PATHWAYCOMMONS
HGNC:11205	HGNC:7160	1	PATHWAYCOMMONS
HGNC:6874	HGNC:6767	1	PATHWAYCOMMONS
HGNC:2345	HGNC:11106	1	PATHWAYCOMMONS
HGNC:10961	HGNC:6110	1	PATHWAYCOMMONS
HGNC:11086	HGNC:8030	1	PATHWAYCOMMONS
HGNC:11046	HGNC:4080	1	PATHWAYCOMMONS
HGNC:11892	HGNC:4632	1	PATHWAYCOMMONS
HGNC:8617	HGNC:2384	1	PATHWAYCOMMONS
HGNC:2529	HGNC:4947	1	PATHWAYCOMMONS
HGNC:6914	HGNC:17072	1	PATHWAYCOMMONS
HGNC:7996	HGNC:9988	1	PATHWAYCOMMONS
HGNC:6116	HGNC:16049	1	PATHWAYCOMMONS
HGNC:7866	HGNC:22946	1	PATHWAYCOMMONS
HGNC:12856	HGNC:597	1	PATHWAYCOMMONS
HGNC:9232	HGNC:30576	1	PATHWAYCOMMONS
HGNC:7056	HGNC:8070	1	PATHWAYCOMMONS
HGNC:6913	HGNC:4656	1	PATHWAYCOMMONS
HGNC:11642	HGNC:7809	1	PATHWAYCOMMONS
HGNC:12509	HGNC:286	1	PATHWAYCOMMONS
HGNC:7866	HGNC:2988	1	PATHWAYCOMMONS
HGNC:6025	HGNC:7027	1	PATHWAYCOMMONS
HGNC:7866	HGNC:568	1	PATHWAYCOMMONS
HGNC:6081	HGNC:16787	1	PATHWAYCOMMONS
HGNC:791	HGNC:12028	1	PATHWAYCOMMONS
HGNC:19100	HGNC:7873	1	PATHWAYCOMMONS
HGNC:9232	HGNC:7128	1	PATHWAYCOMMONS
HGNC:11180	HGNC:11876	1	PATHWAYCOMMONS
HGNC:7866	HGNC:9788	1	PATHWAYCOMMONS
HGNC:9232	HGNC:13949	1	PATHWAYCOMMONS
HGNC:11386	HGNC:3754	1	PATHWAYCOMMONS
HGNC:24003	HGNC:29824	1	PATHWAYCOMMONS
HGNC:7056	HGNC:8063	1	PATHWAYCOMMONS
HGNC:6551	HGNC:1037	1	PATHWAYCOMMONS
HGNC:7866	HGNC:11795	1	PATHWAYCOMMONS
HGNC:2637	HGNC:5299	1	PATHWAYCOMMONS
HGNC:7056	HGNC:812	1	PATHWAYCOMMONS
HGNC:7866	HGNC:20074	1	PATHWAYCOMMONS
HGNC:2974	HGNC:564	1	PATHWAYCOMMONS
HGNC:24944	HGNC:12851	1	PATHWAYCOMMONS
HGNC:216	HGNC:620	1	PATHWAYCOMMONS
HGNC:1834	HGNC:6141	1	PATHWAYCOMMONS
HGNC:620	HGNC:12347	1	PATHWAYCOMMONS
HGNC:6876	HGNC:3467	1	PATHWAYCOMMONS
HGNC:3468	HGNC:11088	1	PATHWAYCOMMONS
HGNC:9829	HGNC:7618	1	PATHWAYCOMMONS
HGNC:620	HGNC:15356	1	PATHWAYCOMMONS
HGNC:7866	HGNC:3542	1	PATHWAYCOMMONS
HGNC:6081	HGNC:791	1	PATHWAYCOMMONS
HGNC:53	HGNC:8038	1	PATHWAYCOMMONS
HGNC:3118	HGNC:24844	1	PATHWAYCOMMONS
HGNC:11642	HGNC:2279	1	PATHWAYCOMMONS
HGNC:2345	HGNC:6889	1	PATHWAYCOMMONS
HGNC:9232	HGNC:8881	1	PATHWAYCOMMONS
HGNC:11892	HGNC:2295	1	PATHWAYCOMMONS
HGNC:7056	HGNC:1473	1	PATHWAYCOMMONS
HGNC:7139	HGNC:15454	1	PATHWAYCOMMONS
HGNC:40	HGNC:18142	1	PATHWAYCOMMONS
HGNC:11205	HGNC:10363	1	PATHWAYCOMMONS
HGNC:7056	HGNC:8923	1	PATHWAYCOMMONS
HGNC:6881	HGNC:13718	1	PATHWAYCOMMONS
HGNC:7866	HGNC:20647	1	PATHWAYCOMMONS
HGNC:6584	HGNC:4390	1	PATHWAYCOMMONS
HGNC:4638	HGNC:54	1	PATHWAYCOMMONS
HGNC:4407	HGNC:17175	1	PATHWAYCOMMONS
HGNC:11283	HGNC:4243	1	PATHWAYCOMMONS
HGNC:7866	HGNC:6315	1	PATHWAYCOMMONS
HGNC:9232	HGNC:2600	1	PATHWAYCOMMONS
HGNC:6081	HGNC:14626	1	PATHWAYCOMMONS
HGNC:6081	HGNC:14565	1	PATHWAYCOMMONS
HGNC:9646	HGNC:11920	1	PATHWAYCOMMONS
HGNC:7056	HGNC:864	1	PATHWAYCOMMONS
HGNC:6551	HGNC:9785	1	PATHWAYCOMMONS
HGNC:8858	HGNC:67	1	PATHWAYCOMMONS
HGNC:8617	HGNC:17364	1	PATHWAYCOMMONS
HGNC:11291	HGNC:11553	1	PATHWAYCOMMONS
HGNC:5022	HGNC:11006	1	PATHWAYCOMMONS
HGNC:1460	HGNC:13628	1	PATHWAYCOMMONS
HGNC:18160	HGNC:9558	1	PATHWAYCOMMONS
HGNC:1100	HGNC:6024	1	PATHWAYCOMMONS
HGNC:5438	HGNC:17822	1	PATHWAYCOMMONS
HGNC:11289	HGNC:6547	1	PATHWAYCOMMONS
HGNC:7866	HGNC:2198	1	PATHWAYCOMMONS
HGNC:1449	HGNC:9316	1	PATHWAYCOMMONS
HGNC:11892	HGNC:11934	1	PATHWAYCOMMONS
HGNC:7553	HGNC:2020	1	PATHWAYCOMMONS
HGNC:7056	HGNC:15911	1	PATHWAYCOMMONS
HGNC:9232	HGNC:2911	1	PATHWAYCOMMONS
HGNC:6524	HGNC:3691	1	PATHWAYCOMMONS
HGNC:620	HGNC:8161	1	PATHWAYCOMMONS
HGNC:12440	HGNC:7795	1	PATHWAYCOMMONS
HGNC:30521	HGNC:4261	1	PATHWAYCOMMONS
HGNC:667	HGNC:6765	1	PATHWAYCOMMONS
HGNC:11188	HGNC:6407	1	PATHWAYCOMMONS
HGNC:2160	HGNC:6205	1	PATHWAYCOMMONS
HGNC:404	HGNC:11304	1	PATHWAYCOMMONS
HGNC:5992	HGNC:2615	1	PATHWAYCOMMONS
HGNC:3964	HGNC:4168	1	PATHWAYCOMMONS
HGNC:11205	HGNC:6773	1	PATHWAYCOMMONS
HGNC:6081	HGNC:20808	1	PATHWAYCOMMONS
HGNC:11892	HGNC:9955	1	PATHWAYCOMMONS
HGNC:2891	HGNC:10472	1	PATHWAYCOMMONS
HGNC:7174	HGNC:1748	1	PATHWAYCOMMONS
HGNC:289	HGNC:5302	1	PATHWAYCOMMONS
HGNC:74	HGNC:6492	1	PATHWAYCOMMONS
HGNC:7559	HGNC:10304	1	PATHWAYCOMMONS
HGNC:2095	HGNC:9240	1	PATHWAYCOMMONS
HGNC:16265	HGNC:4404	1	PATHWAYCOMMONS
HGNC:3229	HGNC:9591	1	PATHWAYCOMMONS
HGNC:11205	HGNC:3511	1	PATHWAYCOMMONS
HGNC:7866	HGNC:11323	1	PATHWAYCOMMONS
HGNC:8975	HGNC:925	1	PATHWAYCOMMONS
HGNC:30178	HGNC:13417	1	PATHWAYCOMMONS
HGNC:1806	HGNC:4191	1	PATHWAYCOMMONS
HGNC:20581	HGNC:11132	1	PATHWAYCOMMONS
HGNC:6914	HGNC:16243	1	PATHWAYCOMMONS
HGNC:7866	HGNC:1389	1	PATHWAYCOMMONS
HGNC:6854	HGNC:11366	1	PATHWAYCOMMONS
HGNC:3467	HGNC:2514	1	PATHWAYCOMMONS
HGNC:6107	HGNC:24637	1	PATHWAYCOMMONS
HGNC:6914	HGNC:15762	1	PATHWAYCOMMONS
HGNC:2457	HGNC:5035	1	PATHWAYCOMMONS
HGNC:6522	HGNC:399	1	PATHWAYCOMMONS
HGNC:7139	HGNC:3345	1	PATHWAYCOMMONS
HGNC:28107	HGNC:5344	1	PATHWAYCOMMONS
HGNC:6081	HGNC:12469	1	PATHWAYCOMMONS
HGNC:7866	HGNC:3074	1	PATHWAYCOMMONS
HGNC:6551	HGNC:13154	1	PATHWAYCOMMONS
HGNC:6081	HGNC:11524	1	PATHWAYCOMMONS
HGNC:7866	HGNC:15471	1	PATHWAYCOMMONS
HGNC:11998	HGNC:25016	1	PATHWAYCOMMONS
HGNC:4617	HGNC:8004	1	PATHWAYCOMMONS
HGNC:620	HGNC:15308	1	PATHWAYCOMMONS
HGNC:9658	HGNC:1677	1	PATHWAYCOMMONS
HGNC:6551	HGNC:5007	1	PATHWAYCOMMONS
HGNC:348	HGNC:12442	1	PATHWAYCOMMONS
HGNC:9644	HGNC:24356	1	PATHWAYCOMMONS
HGNC:6204	HGNC:11799	1	PATHWAYCOMMONS
HGNC:6081	HGNC:15917	1	PATHWAYCOMMONS
HGNC:1925	HGNC:11283	1	PATHWAYCOMMONS
HGNC:7794	HGNC:5981	1	PATHWAYCOMMONS
HGNC:4498	HGNC:4270	1	PATHWAYCOMMONS
HGNC:11290	HGNC:11279	1	PATHWAYCOMMONS
HGNC:11274	HGNC:6306	1	PATHWAYCOMMONS
HGNC:6091	HGNC:1062	1	PATHWAYCOMMONS
HGNC:7866	HGNC:29233	1	PATHWAYCOMMONS
HGNC:6264	HGNC:268	1	PATHWAYCOMMONS
HGNC:6081	HGNC:9382	1	PATHWAYCOMMONS
HGNC:6871	HGNC:7110	1	PATHWAYCOMMONS
HGNC:6840	HGNC:3321	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7434	1	PATHWAYCOMMONS
HGNC:9232	HGNC:8931	1	PATHWAYCOMMONS
HGNC:29890	HGNC:18873	1	PATHWAYCOMMONS
HGNC:10471	HGNC:11172	1	PATHWAYCOMMONS
HGNC:9030	HGNC:1514	1	PATHWAYCOMMONS
HGNC:9232	HGNC:25516	1	PATHWAYCOMMONS
HGNC:5109	HGNC:1753	1	PATHWAYCOMMONS
HGNC:12776	HGNC:10521	1	PATHWAYCOMMONS
HGNC:620	HGNC:14791	1	PATHWAYCOMMONS
HGNC:6871	HGNC:11241	1	PATHWAYCOMMONS
HGNC:4626	HGNC:2593	1	PATHWAYCOMMONS
HGNC:11366	HGNC:1239	1	PATHWAYCOMMONS
HGNC:3489	HGNC:6998	1	PATHWAYCOMMONS
HGNC:9884	HGNC:20932	1	PATHWAYCOMMONS
HGNC:9381	HGNC:1402	1	PATHWAYCOMMONS
HGNC:9232	HGNC:12392	1	PATHWAYCOMMONS
HGNC:3488	HGNC:3477	1	PATHWAYCOMMONS
HGNC:8994	HGNC:10661	1	PATHWAYCOMMONS
HGNC:6905	HGNC:3312	1	PATHWAYCOMMONS
HGNC:30100	HGNC:2908	1	PATHWAYCOMMONS
HGNC:1700	HGNC:914	1	PATHWAYCOMMONS
HGNC:5217	HGNC:6264	1	PATHWAYCOMMONS
HGNC:6081	HGNC:1082	1	PATHWAYCOMMONS
HGNC:6081	HGNC:1907	1	PATHWAYCOMMONS
HGNC:1722	HGNC:1727	1	PATHWAYCOMMONS
