pubchem.compound:9444	ncbigene:6688	upregulates
pubchem.compound:54687	ncbigene:3576	downregulates
pubchem.compound:444795	ncbigene:338	upregulates
pubchem.compound:5546	ncbigene:6339	downregulates
pubchem.compound:6167	ncbigene:3458	downregulates
pubchem.compound:4497	ncbigene:784	downregulates
pubchem.compound:3676	ncbigene:6505	upregulates
pubchem.compound:40692	ncbigene:3725	upregulates
pubchem.compound:1548943	ncbigene:2353	upregulates
pubchem.compound:1548887	ncbigene:5467	downregulates
pubchem.compound:3961	ncbigene:4878	downregulates
pubchem.compound:4075	ncbigene:29126	upregulates
pubchem.compound:31703	ncbigene:5451	upregulates
pubchem.compound:4594	ncbigene:54578	upregulates
pubchem.compound:702	ncbigene:4793	downregulates
pubchem.compound:16231	ncbigene:5328	downregulates
pubchem.compound:31703	ncbigene:5743	upregulates
pubchem.compound:145068	ncbigene:859	downregulates
pubchem.compound:5280343	ncbigene:7157	downregulates
pubchem.compound:2733526	ncbigene:5582	downregulates
pubchem.compound:702	ncbigene:2554	upregulates
pubchem.compound:4594	ncbigene:3576	downregulates
pubchem.compound:1548943	ncbigene:51083	upregulates
pubchem.compound:36462	ncbigene:472	upregulates
pubchem.compound:3333	ncbigene:9254	downregulates
pubchem.compound:5743	ncbigene:8864	upregulates
pubchem.compound:5280360	ncbigene:1499	upregulates
pubchem.compound:2812	ncbigene:1555	upregulates
pubchem.compound:4761	ncbigene:59340	downregulates
pubchem.compound:702	ncbigene:5743	downregulates
pubchem.compound:3676	ncbigene:54205	downregulates
pubchem.compound:4911	ncbigene:55867	downregulates
pubchem.compound:3396	ncbigene:786	downregulates
pubchem.compound:54454	ncbigene:4846	upregulates
pubchem.compound:3559	ncbigene:3363	downregulates
pubchem.compound:3385	ncbigene:842	upregulates
pubchem.compound:2913	ncbigene:3350	downregulates
pubchem.compound:448537	ncbigene:4170	upregulates
pubchem.compound:3385	ncbigene:595	downregulates
pubchem.compound:3559	ncbigene:1958	downregulates
pubchem.compound:3114	ncbigene:1128	downregulates
pubchem.compound:60854	ncbigene:3354	downregulates
pubchem.compound:40692	ncbigene:1719	downregulates
pubchem.compound:60854	ncbigene:3359	downregulates
pubchem.compound:445643	ncbigene:392255	downregulates
pubchem.compound:444795	ncbigene:2627	upregulates
pubchem.compound:444795	ncbigene:4613	downregulates
pubchem.compound:54687	ncbigene:5881	downregulates
pubchem.compound:3385	ncbigene:7298	downregulates
pubchem.compound:2471	ncbigene:140679	downregulates
pubchem.compound:54454	ncbigene:5879	upregulates
pubchem.compound:145068	ncbigene:1756	downregulates
pubchem.compound:5282379	ncbigene:367	downregulates
pubchem.compound:4011	ncbigene:3363	downregulates
pubchem.compound:3957	ncbigene:1557	downregulates
pubchem.compound:5280360	ncbigene:7124	upregulates
pubchem.compound:6013	ncbigene:1392	downregulates
pubchem.compound:5095	ncbigene:146	downregulates
pubchem.compound:3157	ncbigene:3791	downregulates
pubchem.compound:702	ncbigene:6609	upregulates
pubchem.compound:5280360	ncbigene:5733	upregulates
pubchem.compound:5833	ncbigene:367	downregulates
pubchem.compound:30323	ncbigene:27306	downregulates
pubchem.compound:4091	ncbigene:7351	upregulates
pubchem.compound:36314	ncbigene:10018	upregulates
pubchem.compound:5284513	ncbigene:6257	upregulates
pubchem.compound:55245	ncbigene:2538	downregulates
pubchem.compound:3168	ncbigene:148	downregulates
pubchem.compound:4943	ncbigene:54600	downregulates
pubchem.compound:3958	ncbigene:2563	upregulates
pubchem.compound:5280453	ncbigene:1909	upregulates
pubchem.compound:702	ncbigene:3558	downregulates
pubchem.compound:448537	ncbigene:5914	upregulates
pubchem.compound:36462	ncbigene:9531	upregulates
pubchem.compound:5280360	ncbigene:6387	upregulates
pubchem.compound:702	ncbigene:2566	downregulates
pubchem.compound:448537	ncbigene:57099	upregulates
pubchem.compound:448537	ncbigene:901	downregulates
pubchem.compound:5311181	ncbigene:5731	upregulates
pubchem.compound:33741	ncbigene:3358	downregulates
pubchem.compound:5917	ncbigene:6855	upregulates
pubchem.compound:448537	ncbigene:2971	upregulates
pubchem.compound:145068	ncbigene:3827	downregulates
pubchem.compound:5284616	ncbigene:50943	upregulates
pubchem.compound:4828	ncbigene:3351	downregulates
pubchem.compound:3488	ncbigene:19	downregulates
pubchem.compound:444795	ncbigene:5914	upregulates
pubchem.compound:702	ncbigene:627	downregulates
pubchem.compound:3488	ncbigene:1906	downregulates
pubchem.compound:3121	ncbigene:36	downregulates
pubchem.compound:2771	ncbigene:3757	downregulates
pubchem.compound:448537	ncbigene:2252	upregulates
pubchem.compound:6167	ncbigene:4137	downregulates
pubchem.compound:444795	ncbigene:8029	upregulates
pubchem.compound:54454	ncbigene:3066	downregulates
pubchem.compound:444795	ncbigene:1499	downregulates
pubchem.compound:3386	ncbigene:598	upregulates
pubchem.compound:145068	ncbigene:4968	downregulates
pubchem.compound:44093	ncbigene:3827	upregulates
pubchem.compound:5282136	ncbigene:3274	downregulates
pubchem.compound:4091	ncbigene:4023	upregulates
pubchem.compound:5284616	ncbigene:11067	downregulates
pubchem.compound:3385	ncbigene:672	upregulates
pubchem.compound:5280360	ncbigene:3562	downregulates
pubchem.compound:4737	ncbigene:2566	upregulates
pubchem.compound:3715	ncbigene:5465	upregulates
pubchem.compound:702	ncbigene:3479	downregulates
pubchem.compound:5311181	ncbigene:5881	downregulates
pubchem.compound:445354	ncbigene:213	upregulates
pubchem.compound:3333	ncbigene:4306	downregulates
pubchem.compound:702	ncbigene:2796	downregulates
pubchem.compound:5095	ncbigene:1814	upregulates
pubchem.compound:445354	ncbigene:3952	downregulates
pubchem.compound:3105	ncbigene:154	upregulates
pubchem.compound:444008	ncbigene:2099	downregulates
pubchem.compound:5280343	ncbigene:836	downregulates
pubchem.compound:5284616	ncbigene:4000	downregulates
pubchem.compound:448537	ncbigene:2064	downregulates
pubchem.compound:5330286	ncbigene:1019	downregulates
pubchem.compound:60149	ncbigene:1813	downregulates
pubchem.compound:44093	ncbigene:4846	downregulates
pubchem.compound:3373	ncbigene:2555	upregulates
pubchem.compound:3463	ncbigene:10599	downregulates
pubchem.compound:149096	ncbigene:3558	upregulates
pubchem.compound:2797	ncbigene:79888	upregulates
pubchem.compound:444795	ncbigene:5340	downregulates
pubchem.compound:54454	ncbigene:860	upregulates
pubchem.compound:126941	ncbigene:1719	downregulates
pubchem.compound:4171	ncbigene:1133	upregulates
pubchem.compound:156391	ncbigene:5743	downregulates
pubchem.compound:5360373	ncbigene:7157	upregulates
pubchem.compound:444795	ncbigene:836	downregulates
pubchem.compound:3547	ncbigene:9475	downregulates
pubchem.compound:3547	ncbigene:7099	downregulates
pubchem.compound:444795	ncbigene:139324	upregulates
pubchem.compound:448537	ncbigene:100	upregulates
pubchem.compound:5281004	ncbigene:7097	upregulates
pubchem.compound:3386	ncbigene:6855	upregulates
pubchem.compound:5280453	ncbigene:7076	downregulates
pubchem.compound:5280453	ncbigene:595	downregulates
pubchem.compound:4932	ncbigene:11280	downregulates
pubchem.compound:4011	ncbigene:6530	downregulates
pubchem.compound:5070	ncbigene:23657	upregulates
pubchem.compound:6013	ncbigene:5649	downregulates
pubchem.compound:5095	ncbigene:3357	upregulates
pubchem.compound:2719	ncbigene:7450	downregulates
pubchem.compound:5503	ncbigene:3758	downregulates
pubchem.compound:12560	ncbigene:90226	downregulates
pubchem.compound:6013	ncbigene:7432	upregulates
pubchem.compound:456201	ncbigene:4843	downregulates
pubchem.compound:4107	ncbigene:759	downregulates
pubchem.compound:702	ncbigene:5106	upregulates
pubchem.compound:4091	ncbigene:4318	downregulates
pubchem.compound:44093	ncbigene:3479	downregulates
pubchem.compound:4485	ncbigene:8912	downregulates
pubchem.compound:1548943	ncbigene:2194	downregulates
pubchem.compound:5073	ncbigene:151	downregulates
pubchem.compound:3121	ncbigene:54600	downregulates
pubchem.compound:82153	ncbigene:7040	downregulates
pubchem.compound:5280360	ncbigene:4318	upregulates
pubchem.compound:6013	ncbigene:5020	upregulates
pubchem.compound:6013	ncbigene:2697	downregulates
pubchem.compound:16362	ncbigene:5617	upregulates
pubchem.compound:5564	ncbigene:8309	upregulates
pubchem.compound:54454	ncbigene:837	upregulates
pubchem.compound:445643	ncbigene:4846	downregulates
pubchem.compound:5284616	ncbigene:283	downregulates
pubchem.compound:3343	ncbigene:155	upregulates
pubchem.compound:5280343	ncbigene:5294	downregulates
pubchem.compound:5284616	ncbigene:7097	downregulates
pubchem.compound:5280453	ncbigene:3487	downregulates
